FECHA,PERSONAL,HORA ENTRADA MAÑANA,HORA SALIDA MAÑANA,HORA DE ENTRADA TARDE,HORA SALIDA TARDE,Total de Horas,,
2024-09-25,VE,08:00,13:00,15:00,20:00,10:00,,
2024-09-25,AV,,,,,00:00,,
2024-09-25,JJ,08:00,13:00,13:30,19:00,10:30,,
2024-09-25,MM,,,,,00:00,,
2024-09-25,HA,08:00,13:00,13:30,20:00,11:30,,
2024-09-25,CA,08:00,13:00,13:30,19:10,10:40,,
2024-09-25,EW,,,,,00:00,,
2024-09-25,GS,,,,,00:00,,
2024-09-25,KK,,,,,00:00,,
2024-09-25,WN,08:00,13:00,13:45,19:00,10:15,,
2024-09-25,RV,08:00,13:00,13:45,19:00,10:15,,
2024-09-25,YX,,,13:00,19:00,06:00,,
2024-09-25,IL,,,,,00:00,,
2024-09-25,MA,08:00,13:00,15:00,20:00,10:00,,
2024-09-25,EB,08:05,13:00,15:00,19:00,08:55,,
2024-09-25,TC,09:20,13:00,13:45,19:00,08:55,,
2024-09-25,DF,,,,,00:00,,
2024-09-25,WZ,08:00,13:00,15:00,20:00,10:00,,
2024-09-26,PJ,08:00,13:00,13:30,20:00,11:30,,
2024-09-26,HJ,,,,,00:00,,
2024-09-26,DO,08:00,13:00,13:30,18:30,10:00,,
2024-09-26,RG,,,,,00:00,,
2024-09-26,SS,08:00,13:00,13:45,19:30,10:45,,
2024-09-26,JE,08:00,13:00,13:30,19:30,11:00,,
2024-09-26,CE,,,,,00:00,,
2024-09-26,VE,09:15,13:00,14:40,20:00,09:05,,
2024-09-26,AV,08:00,13:00,13:30,19:00,10:30,,
2024-09-26,JJ,08:00,13:00,13:30,20:00,11:30,,
2024-09-26,MM,,,,,00:00,,
2024-09-26,HA,08:00,13:00,13:30,20:00,11:30,,
2024-09-26,CA,08:00,13:00,13:30,20:00,11:30,,
2024-09-26,EW,,,,,00:00,,
2024-09-26,GS,,,,,00:00,,
2024-09-26,KK,08:00,,,20:00,12:00,,
2024-09-26,WN,08:00,13:00,13:45,19:00,10:15,,
2024-09-26,RV,08:00,13:00,13:30,19:00,10:30,,
2024-09-26,YX,08:00,13:00,13:45,19:00,10:15,,
2024-09-26,IL,,,,,00:00,,
2024-09-26,MA,08:00,13:00,15:00,19:30,09:30,,
2024-09-26,EB,08:00,13:00,15:00,20:00,10:00,,
2024-09-26,TC,09:15,13:00,14:30,20:00,09:15,,
2024-09-26,DF,,,,,00:00,,
2024-09-26,WZ,08:00,13:00,15:00,17:20,07:20,,
2024-09-27,PJ,08:00,13:00,13:30,19:45,11:15,,
2024-09-27,HJ,,,11:00,19:00,08:00,,
2024-09-27,DO,08:00,13:00,13:30,18:30,10:00,,
2024-09-27,RG,,,,,00:00,,
2024-09-27,SS,08:00,13:00,13:45,19:00,10:15,,
2024-09-27,JE,08:00,13:00,13:30,19:00,10:30,,
2024-09-27,CE,,,,,00:00,,
2024-09-27,VE,08:00,13:00,14:40,20:20,10:40,,
2024-09-27,AV,08:00,13:00,13:30,20:20,11:50,,
2024-09-27,JJ,08:00,13:00,13:30,19:00,10:30,,
2024-09-27,MM,,,,,00:00,,
2024-09-27,HA,08:00,13:00,13:30,20:20,11:50,,
2024-09-27,CA,08:00,13:00,13:30,20:20,11:50,,
2024-09-27,EW,,,,,00:00,,
2024-09-27,GS,,,,,00:00,,
2024-09-27,KK,07:45,,,20:20,12:35,,
2024-09-27,WN,08:00,13:00,13:45,19:00,10:15,,
2024-09-27,RV,08:00,13:00,13:30,19:15,10:45,,
2024-09-27,YX,08:00,13:00,13:30,19:30,11:00,,
2024-09-27,IL,,,,,00:00,,
2024-09-27,MA,08:00,13:00,15:00,20:00,10:00,,
2024-09-27,EB,08:00,13:00,15:00,19:00,09:00,,
2024-09-27,TC,08:00,13:00,13:45,20:20,11:35,,
2024-09-27,DF,,,,,00:00,,
2024-09-27,WZ,08:00,13:00,15:00,20:00,10:00,,
2024-09-28,PJ,08:00,13:00,13:30,18:40,10:10,,
2024-09-28,HJ,,,10:00,18:00,08:00,,
2024-09-28,DO,08:00,13:00,13:30,17:00,08:30,,
2024-09-28,RG,,,,,00:00,,
2024-09-28,SS,07:45,13:00,13:45,17:15,08:45,,
2024-09-28,JE,07:50,13:00,13:00,18:45,10:55,,
2024-09-28,CE,,,,,00:00,,
2024-09-28,VE,,,,,00:00,,
2024-09-28,AV,08:00,13:00,14:00,19:00,10:00,,
2024-09-28,JJ,08:00,13:00,13:30,17:00,08:30,,
2024-09-28,MM,,,,,00:00,,
2024-09-28,HA,08:30,13:00,13:30,19:00,10:00,,
2024-09-28,CA,08:00,13:00,14:00,19:00,10:00,,
2024-09-28,EW,,,,,00:00,,
2024-09-28,GS,,,,,00:00,,
2024-09-28,KK,07:40,,,19:00,11:20,,
2024-09-28,WN,08:00,13:00,13:30,17:30,09:00,,
2024-09-28,RV,09:00,13:00,13:30,17:00,07:30,,
2024-09-28,YX,08:05,13:00,13:45,19:00,10:10,,
2024-09-28,IL,,,,,00:00,,
2024-09-28,MA,08:00,13:00,15:00,19:00,09:00,,
2024-09-28,EB,08:00,13:00,13:45,18:30,09:45,,
2024-09-28,TC,,,,,00:00,,
2024-09-28,DF,,,,,00:00,,
2024-09-28,WZ,08:00,13:00,14:30,19:00,09:30,,
2024-09-30,PJ,08:00,13:00,13:30,19:00,10:30,,
2024-09-30,HJ,09:30,13:00,13:30,19:00,09:00,,
2024-09-30,DO,08:00,13:00,13:30,18:30,10:00,,
2024-09-30,RG,,,,,00:00,,
2024-09-30,SS,08:00,13:00,13:45,20:00,11:15,,
2024-09-30,JE,08:00,13:00,13:30,19:00,10:30,,
2024-09-30,CE,,,,,00:00,,
2024-09-30,VE,08:00,13:00,14:30,21:10,11:40,,
2024-09-30,AV,,,,,00:00,,
2024-09-30,JJ,08:00,13:00,13:30,19:00,10:30,,
2024-09-30,MM,,,,,00:00,,
2024-09-30,HA,08:00,13:00,13:30,20:00,11:30,,
2024-09-30,CA,08:00,13:00,13:30,21:10,12:40,,
2024-09-30,EW,,,,,00:00,,
2024-09-30,GS,,,,,00:00,,
2024-09-30,KK,08:00,13:00,15:00,21:10,11:10,,
2024-09-30,WN,08:00,13:00,13:45,19:00,10:15,,
2024-09-30,RV,08:00,13:00,13:45,19:00,10:15,,
2024-09-30,YX,08:00,13:00,13:45,19:30,10:45,,
2024-09-30,IL,,,,,00:00,,
2024-09-30,MA,08:30,13:00,15:00,20:00,09:30,,
2024-09-30,EB,08:00,13:00,15:00,19:30,09:30,,
2024-09-30,TC,09:15,13:00,15:00,21:10,09:55,,
2024-09-30,DF,,,,,00:00,,
2024-09-30,WZ,08:00,13:00,15:00,20:00,10:00,,
